1.0.2,CVE-2021-23841
1.0.2,CVE-2021-23840
1.0.2,CVE-2020-1971
1.0.2,CVE-2019-1547
1.0.2,CVE-2018-0734
1.0.2,CVE-2018-0732
1.0.2,CVE-2017-3731
1.0.2,CVE-2016-6304
1.0.2,CVE-2016-6303
1.0.2,CVE-2016-6302
1.0.2,CVE-2016-2182
1.0.2,CVE-2016-2179
1.0.2,CVE-2016-2180
1.0.2,CVE-2016-2178
1.0.2,CVE-2016-2176
1.0.2,CVE-2016-2109
1.0.2,CVE-2016-2106
1.0.2,CVE-2016-2105
1.0.2,CVE-2016-0705
1.0.2,CVE-2016-0701
1.0.2,CVE-2015-1791
1.0.2,CVE-2015-1790
1.0.2,CVE-2015-1789
1.0.2,CVE-2015-1788
1.0.2,CVE-2015-1787
1.0.2,CVE-2015-0291
1.0.2,CVE-2015-0290
1.0.2,CVE-2015-0289
1.0.2,CVE-2015-0288
1.0.2,CVE-2015-0287
1.0.2,CVE-2015-0286
1.0.2,CVE-2015-0285
1.0.2,CVE-2015-0209
1.0.2,CVE-2015-0208
1.0.2,CVE-2015-0207
1.0.2a,CVE-2021-23841
1.0.2a,CVE-2021-23840
1.0.2a,CVE-2020-1971
1.0.2a,CVE-2019-1547
1.0.2a,CVE-2018-0734
1.0.2a,CVE-2018-0732
1.0.2a,CVE-2017-3731
1.0.2a,CVE-2016-6304
1.0.2a,CVE-2016-6303
1.0.2a,CVE-2016-6302
1.0.2a,CVE-2016-2182
1.0.2a,CVE-2016-2179
1.0.2a,CVE-2016-2180
1.0.2a,CVE-2016-2178
1.0.2a,CVE-2016-2176
1.0.2a,CVE-2016-2109
1.0.2a,CVE-2016-2106
1.0.2a,CVE-2016-2105
1.0.2a,CVE-2016-0705
1.0.2a,CVE-2016-0701
1.0.2a,CVE-2015-1791
1.0.2a,CVE-2015-1790
1.0.2a,CVE-2015-1789
1.0.2a,CVE-2015-1788
1.0.2b,CVE-2021-23841
1.0.2b,CVE-2021-23840
1.0.2b,CVE-2020-1971
1.0.2b,CVE-2019-1547
1.0.2b,CVE-2018-0734
1.0.2b,CVE-2018-0732
1.0.2b,CVE-2018-0737
1.0.2b,CVE-2018-0739
1.0.2b,CVE-2017-3731
1.0.2b,CVE-2016-6304
1.0.2b,CVE-2016-6303
1.0.2b,CVE-2016-6302
1.0.2b,CVE-2016-2182
1.0.2b,CVE-2016-2179
1.0.2b,CVE-2016-2180
1.0.2b,CVE-2016-2178
1.0.2b,CVE-2016-2176
1.0.2b,CVE-2016-2109
1.0.2b,CVE-2016-2106
1.0.2b,CVE-2016-2105
1.0.2b,CVE-2016-0705
1.0.2b,CVE-2016-0701
1.0.2b,CVE-2015-1793
1.0.2c,CVE-2021-23841
1.0.2c,CVE-2021-23840
1.0.2c,CVE-2020-1971
1.0.2c,CVE-2019-1547
1.0.2c,CVE-2018-0734
1.0.2c,CVE-2018-0732
1.0.2c,CVE-2018-0737
1.0.2c,CVE-2018-0739
1.0.2c,CVE-2017-3731
1.0.2c,CVE-2016-6304
1.0.2c,CVE-2016-6303
1.0.2c,CVE-2016-6302
1.0.2c,CVE-2016-2182
1.0.2c,CVE-2016-2179
1.0.2c,CVE-2016-2180
