1.1.0,CVE-2019-1547
1.1.0,CVE-2019-1543
1.1.0,CVE-2018-0734
1.1.0,CVE-2018-0735
1.1.0,CVE-2018-0732
1.1.0,CVE-2018-0737
1.1.0,CVE-2018-0739
1.1.0,CVE-2017-3733
1.1.0,CVE-2016-7054
1.1.0,CVE-2016-7053
1.1.0,CVE-2016-6308
1.1.0,CVE-2016-6307
1.1.0,CVE-2016-6305
1.1.0,CVE-2016-6304
1.1.0a,CVE-2019-1547
1.1.0a,CVE-2019-1543
1.1.0a,CVE-2018-0734
1.1.0a,CVE-2018-0735
1.1.0a,CVE-2018-0732
1.1.0a,CVE-2018-0737
1.1.0a,CVE-2018-0739
1.1.0a,CVE-2017-3733
1.1.0a,CVE-2017-3731
1.1.0a,CVE-2016-7054
1.1.0a,CVE-2016-7053
1.1.0a,CVE-2016-6309
1.1.0b,CVE-2019-1547
1.1.0b,CVE-2019-1543
1.1.0b,CVE-2018-0734
1.1.0b,CVE-2018-0735
1.1.0b,CVE-2018-0732
1.1.0b,CVE-2018-0737
1.1.0b,CVE-2018-0739
1.1.0b,CVE-2017-3733
1.1.0b,CVE-2017-3731
1.1.0b,CVE-2016-7054
1.1.0b,CVE-2016-7053
1.1.0c,CVE-2019-1547
1.1.0c,CVE-2019-1543
1.1.0c,CVE-2018-0734
1.1.0c,CVE-2018-0735
1.1.0c,CVE-2018-0732
1.1.0c,CVE-2018-0737
1.1.0c,CVE-2018-0739
1.1.0c,CVE-2017-3733
1.1.0c,CVE-2017-3731
1.1.0d,CVE-2019-1547
1.1.0d,CVE-2019-1543
1.1.0d,CVE-2018-0734
1.1.0d,CVE-2018-0735
1.1.0d,CVE-2018-0732
1.1.0d,CVE-2018-0737
1.1.0d,CVE-2018-0739
1.1.0d,CVE-2017-3733
1.1.0e,CVE-2019-1547
1.1.0e,CVE-2019-1543
1.1.0e,CVE-2018-0734
1.1.0e,CVE-2018-0735
1.1.0e,CVE-2018-0732
1.1.0e,CVE-2018-0737
1.1.0e,CVE-2018-0739
1.1.0f,CVE-2019-1547
1.1.0f,CVE-2019-1543
1.1.0f,CVE-2018-0734
1.1.0f,CVE-2018-0735
1.1.0f,CVE-2018-0732
1.1.0f,CVE-2018-0737
1.1.0f,CVE-2018-0739
1.1.0g,CVE-2019-1547
1.1.0g,CVE-2019-1543
1.1.0g,CVE-2018-0734
1.1.0g,CVE-2018-0735
1.1.0g,CVE-2018-0732
1.1.0g,CVE-2018-0737
1.1.0g,CVE-2018-0739
1.1.0h,CVE-2019-1547
1.1.0h,CVE-2019-1543
1.1.0h,CVE-2018-0734
1.1.0h,CVE-2018-0735
1.1.0h,CVE-2018-0732
1.1.0h,CVE-2018-0737
1.1.0i,CVE-2019-1547
1.1.0i,CVE-2019-1543
1.1.0i,CVE-2018-0734
1.1.0i,CVE-2018-0735
1.1.0j,CVE-2019-1547
1.1.0j,CVE-2019-1543
1.1.0k,CVE-2019-1547
version,cve_id
